MLocID,SampleStartDate,OrganizationID,StationDes,AU_GNIS_Name,GNIS_Name,MonLocType,HUC12_Name,ELEV_Ft,AU_ID,WaterTypeCode,WaterBodyCode,ben_use_code,OWRD_Basin,EcoRegion2,EcoRegion3,wqstd_code,Pollu_ID,Calc_Crit,Combine_Result_Cmnts,Combine_Result,Activity_Type,SampleMedia,SampleSubmedia,SampleStartTime,SampleStartTZ,chr_uid,Char_Name,Char_Speciation,Sample_Fraction,CASNumber,Result_UID,Result_status,Result_Numeric,IRResultNWQSunit,ActDepthUnit,Result_Depth,act_depth_height,Result_Depth_Unit,Act_Depth_Top,Act_Depth_Top_Unit,Act_Depth_Bottom,Act_Depth_Bottom_Unit,Time_Basis,Statistical_Base,Statistic_N_Value,act_sam_compnt_name,lab_Comments,General_Comments,Analytical_method,QualifierAbbr,QualifierTxt,IDLType,IDLValue,IDLUnit,MDLType,MDLValue,MDLUnit,MRLType,MRLUnit,MRLValue,URLType,URLValue,URLUnit,TribalLand,Result_Operator,Result_Unit,IRWQSUnitName,Result_Type,analysis_comment,Alkalinity,Calcium,Chloride,Conductivity,DOC,Hardness,Magnesium,Organic.carbon,pH,Potassium,Sodium,Sulfate,Temperature..water,TOC,Final.Acute.Value,Cu,Acute.Toxic.Units,Tier,CMC_ug.L,CCC_ug.L,Chronic.Toxic.Unit,Result_Comments
10346-ORDEQ,2/1/2021,OREGONDEQ,Willamette River at Salem RR Bridge,Willamette River,Willamette River,River/Stream,Croisan Creek-Willamette River,115,OR_SR_1709000703_04_104013,2,2,4,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:42:00,PST,832,Copper,,Dissolved,7440-50-8,69548294,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,29,7.94,3.9,85,2.06,30.5,2.58,,7.4,0.8,4.4,3.92,9.2,2.36,13.0079,1.5,0.230630852,0,6.5039,4.0397,0.371314702,
3701087-CWS,10/5/2022,CWS(NOSTORETID),TUALATIN RIVER AT BOONES FERRY RD,Tualatin River,Tualatin River,River/Stream,Saum Creek-Tualatin River,114,OR_SR_1709001005_02_104018,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,,10:16:00,PST,832,Copper,,Dissolved,7440-50-8,83500974,Final,1.65,1.65,,,,,,,,,,,,,,Sample Comments: Note:  Sampled times in PST. ( 10-05-22),200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.0214,ug/l,Practical Quantitation Limit,ug/l,0.406,,,,0,=,ug/l,ug/l,Actual,,,,,,,69.3,5.38,,,,,,,3.63,13.0079,1.65,0.253693937,4,6.5039,4.0397,0.408446172,
40767-ORDEQ,7/23/2019,OREGONDEQ,Newberg Landfill SW-7 Chehalem Creek,,,River/Stream,Chehalem Creek,58,OR_SR_1709000703_02_104009,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:30:00,PST,832,Copper,,Dissolved,7440-50-8,59854237,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,64,22.8,53.4,341,,80.6,5.75,,7.1,2.51,21.4,2.38,20.7,3.14,12.9824,1.5,0.23108208,1,6.4912,4.0318,0.372042264,
40767-ORDEQ,7/23/2019,OREGONDEQ,Newberg Landfill SW-7 Chehalem Creek,,,River/Stream,Chehalem Creek,58,OR_SR_1709000703_02_104009,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:30:00,PST,832,Copper,,Total Recoverable,7440-50-8,59854238,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,64,22.8,53.4,341,,80.6,5.75,,7.1,2.51,21.4,2.38,20.7,3.14,12.9824,1.5,0.23108208,1,6.4912,4.0318,0.372042264,
3701569-CWS,12/12/2019,CWS(NOSTORETID),TUALATIN RIVER AT FERN HILL RD,Tualatin River,Tualatin River,River/Stream,City of Forest Grove-Tualatin River,150,OR_SR_1709001002_02_104104,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:10:00,PST,832,Copper,,Dissolved,7440-50-8,68636079,Validated,1.09,1.09,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.0214,ug/l,Minimum Reporting Level,ug/l,2,,,,0,=,ug/l,ug/l,Actual,,37,10.9,5.74,,2.36,,3.13,,7.29,0.822,5.57,4.04,7.242,,12.9507,1.09,0.168331969,0,6.4753,4.0219,0.271016186,
3701569-CWS,12/12/2019,CWS(NOSTORETID),TUALATIN RIVER AT FERN HILL RD,Tualatin River,Tualatin River,River/Stream,City of Forest Grove-Tualatin River,150,OR_SR_1709001002_02_104104,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:10:00,PST,832,Copper,,Total Recoverable,7440-50-8,68636080,Validated,3.5,3.5,,,,,,,,,,,,,,"MS failed low, results may be biased low",200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.0214,ug/l,Minimum Reporting Level,ug/l,2,,,,0,=,ug/l,ug/l,Estimated,,37,10.9,5.74,,2.36,,3.13,,7.29,0.822,5.57,4.04,7.242,,12.9507,1.09,0.540515497,0,6.4753,4.0219,0.870235461,
ASHLAND_BEARCRK,11/8/2018,CITY_ASHLAND(NOSTORETID),Bear Creek Upstream of Ashland Creek,,,River/Stream,Hamilton Creek-Bear Creek,1684,OR_SR_1710030801_05_105552,2,2,2,Rogue,WESTERN CORDILLERA,78,15,45,1,,,Sample-Routine,Water,,9:30:00,PST,832,Copper,,Total Recoverable,7440-50-8,56824040,Validated,1.83,1.83,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.0251,ug/l,Minimum Reporting Level,ug/l,0.5,,,,0,=,ug/l,ug/l,Actual,,,26.4,25.9,,3.22,,9.39,,,2.56,31.1,5.92,,,12.9443,1.83,0.282747752,4,6.4722,4.02,0.455223881,
COG_KCI4,10/26/2021,CITY_GRESHAM(NOSTORETID),Kelly Creek @ Ironwood Drive,Kelly Creek,Kelly Creek,River/Stream,Beaver Creek-Sandy River,413,OR_WS_170800010703_02_103703,2,2,2,Sandy,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:11:00,PDT,832,Copper,,Total Recoverable,7440-50-8,69928027,Validated,1.71,1.71,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,14,,66.7,3.68,54.7,4.8,,6.96,,,,12.1,,12.938,1.46,0.26433761,2,6.469,4.018,0.425584868,
COG_KCI4,10/26/2021,CITY_GRESHAM(NOSTORETID),Kelly Creek @ Ironwood Drive,Kelly Creek,Kelly Creek,River/Stream,Beaver Creek-Sandy River,413,OR_WS_170800010703_02_103703,2,2,2,Sandy,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:11:00,PDT,832,Copper,,Dissolved,7440-50-8,69928026,Validated,1.46,1.46,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,14,,66.7,3.68,54.7,4.8,,6.96,,,,12.1,,12.938,1.46,0.225691761,2,6.469,4.018,0.363364858,
COG_KCI1,4/26/2022,CITY_GRESHAM(NOSTORETID),Kelly Creek downstream of MHCC pond,Kelly Creek,Kelly Creek,River/Stream,Beaver Creek-Sandy River,262,OR_WS_170800010703_02_103703,2,2,2,Sandy,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:48:00,PDT,832,Copper,,Total Recoverable,7440-50-8,69927871,Validated,2.39,2.39,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,12,,,3.45,46.2,3.96,,,,,,,,12.9062,1.91,0.370364631,4,6.4531,4.0081,0.596292508,
COG_KCI1,4/26/2022,CITY_GRESHAM(NOSTORETID),Kelly Creek downstream of MHCC pond,Kelly Creek,Kelly Creek,River/Stream,Beaver Creek-Sandy River,262,OR_WS_170800010703_02_103703,2,2,2,Sandy,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:48:00,PDT,832,Copper,,Dissolved,7440-50-8,69927870,Validated,1.91,1.91,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,12,,,3.45,46.2,3.96,,,,,,,,12.9062,1.91,0.295981776,4,6.4531,4.0081,0.476535017,
13148-ORDEQ,3/9/2020,OREGONDEQ,Indian Creek at Union Avenue near Ppl power station,Indian Creek,Indian Creek,River/Stream,Indian Creek-Hood River,389,OR_WS_170701050703_02_102007,2,2,2,Hood,WESTERN CORDILLERA,9,15,45,1,,,Sample-Routine,Water,Surface Water,11:40:00,PST,832,Copper,,Total Recoverable,7440-50-8,67833839,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,56,14,3.92,162,1.41,59.9,6.04,,7.7,1.57,5.73,7.44,6.2,1.2,12.8998,1.5,0.232561745,0,6.4499,4.0062,0.37441965,
13148-ORDEQ,3/9/2020,OREGONDEQ,Indian Creek at Union Avenue near Ppl power station,Indian Creek,Indian Creek,River/Stream,Indian Creek-Hood River,389,OR_WS_170701050703_02_102007,2,2,2,Hood,WESTERN CORDILLERA,9,15,45,1,,,Sample-Routine,Water,Surface Water,11:40:00,PST,832,Copper,,Dissolved,7440-50-8,67833838,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,56,14,3.92,162,1.41,59.9,6.04,,7.7,1.57,5.73,7.44,6.2,1.2,12.8998,1.5,0.232561745,0,6.4499,4.0062,0.37441965,
ASHLAND_BEARCRK,12/5/2018,CITY_ASHLAND(NOSTORETID),Bear Creek Upstream of Ashland Creek,,,River/Stream,Hamilton Creek-Bear Creek,1684,OR_SR_1710030801_05_105552,2,2,2,Rogue,WESTERN CORDILLERA,78,15,45,1,,,Sample-Routine,Water,,9:00:00,PST,832,Copper,,Total Recoverable,7440-50-8,56824049,Validated,0.0251,0.0251,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.0251,ug/l,Minimum Reporting Level,ug/l,0.5,,,,0,<,ug/l,ug/l,Actual,,,24.2,23,,3.28,,8.82,,,2.06,28.1,7.4,,,12.8998,1.4,0.003891533,4,6.4499,4.0062,0.006265289,
ASHLAND_BEARCRK,12/5/2018,CITY_ASHLAND(NOSTORETID),Bear Creek Upstream of Ashland Creek,,,River/Stream,Hamilton Creek-Bear Creek,1684,OR_SR_1710030801_05_105552,2,2,2,Rogue,WESTERN CORDILLERA,78,15,45,1,,,Sample-Routine,Water,,9:00:00,PST,832,Copper,,Dissolved,7440-50-8,56824051,Validated,1.4,1.4,,,,,,,,,,,,,,Dissolved metals were not filtered within 15 minutes of sample collection; Analyte found in method blank. Sample result may be biased high.,200.8 ~ EPA; Metals in Waters by ICP/MS,OTHER,Other,,,,Method Detection Level,0.0251,ug/l,Minimum Reporting Level,ug/l,0.5,,,,0,=,ug/l,ug/l,Estimated,,,24.2,23,,3.28,,8.82,,,2.06,28.1,7.4,,,12.8998,1.4,0.217057629,4,6.4499,4.0062,0.34945834,
10346-ORDEQ,11/3/2020,OREGONDEQ,Willamette River at Salem RR Bridge,Willamette River,Willamette River,River/Stream,Croisan Creek-Willamette River,115,OR_SR_1709000703_04_104013,2,2,4,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:45:00,PST,832,Copper,,Dissolved,7440-50-8,69084042,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,27,5.73,2.68,68,1.76,22.3,1.93,,7.5,0.83,4.52,3,11.5,1.24,12.8554,1.5,0.233364967,0,6.4277,3.9923,0.375723267,
10346-ORDEQ,11/3/2020,OREGONDEQ,Willamette River at Salem RR Bridge,Willamette River,Willamette River,River/Stream,Croisan Creek-Willamette River,115,OR_SR_1709000703_04_104013,2,2,4,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:45:00,PST,832,Copper,,Total Recoverable,7440-50-8,69084043,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,27,5.73,2.68,68,1.76,22.3,1.93,,7.5,0.83,4.52,3,11.5,1.24,12.8554,1.5,0.233364967,0,6.4277,3.9923,0.375723267,
10456-ORDEQ,2/1/2021,OREGONDEQ,Tualatin River at Boones Ferry Road,Tualatin River,Tualatin River,River/Stream,Saum Creek-Tualatin River,117,OR_SR_1709001005_02_104018,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:18:00,PST,832,Copper,,Total Recoverable,7440-50-8,69547392,Final,1.8,1.8,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,=,ug/l,ug/l,Actual,,39,10.8,7.37,133,2.28,41.7,3.58,,7.3,1.66,7.12,6.88,8.1,2.25,12.8554,1.5,0.280037961,0,6.4277,3.9923,0.450867921,
10456-ORDEQ,2/1/2021,OREGONDEQ,Tualatin River at Boones Ferry Road,Tualatin River,Tualatin River,River/Stream,Saum Creek-Tualatin River,117,OR_SR_1709001005_02_104018,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:18:00,PST,832,Copper,,Dissolved,7440-50-8,69547391,Final,1.5,1.5,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,<,ug/l,ug/l,Actual,,39,10.8,7.37,133,2.28,41.7,3.58,,7.3,1.66,7.12,6.88,8.1,2.25,12.8554,1.5,0.233364967,0,6.4277,3.9923,0.375723267,
CCSD1_015,7/15/2021,WES(NOSTORETID),N Clackamas Park Mt Scott Creek,Mount Scott Creek,Mount Scott Creek,River/Stream,Kellogg Creek,66,OR_SR_1709001201_02_104171,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:33:00,PDT,832,Copper,,Dissolved,7440-50-8,69896601,Validated,0.6,0.6,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.1,ug/l,Minimum Reporting Level,ug/l,0.1,,,,0,=,ug/l,ug/l,Actual,,,,,216,,94,,,7.7,,,,18.9,,12.849,0.6,0.093392482,5,6.4245,3.9904,0.150360866,
CCSD1_015,7/15/2021,WES(NOSTORETID),N Clackamas Park Mt Scott Creek,Mount Scott Creek,Mount Scott Creek,River/Stream,Kellogg Creek,66,OR_SR_1709001201_02_104171,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:33:00,PDT,832,Copper,,Total Recoverable,7440-50-8,69896598,Validated,1,1,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.1,ug/l,Minimum Reporting Level,ug/l,0.1,,,,0,=,ug/l,ug/l,Actual,,,,,216,,94,,,7.7,,,,18.9,,12.849,0.6,0.155654137,5,6.4245,3.9904,0.250601443,
PDX_BES-AWB,11/2/2021,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:36:00,PDT,832,Copper,,Total Recoverable,7440-50-8,69912931,Validated,1.52,1.52,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,,,141,,57.5,,,6.8,,,,8.6,5.64,12.849,1.12,0.236594287,2,6.4245,3.9904,0.380914194,
PDX_BES-AWB,11/2/2021,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:36:00,PDT,832,Copper,,Dissolved,7440-50-8,69912932,Validated,1.12,1.12,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,,,141,,57.5,,,6.8,,,,8.6,5.64,12.849,1.12,0.174332633,2,6.4245,3.9904,0.280673617,
36875-ORDEQ,2/2/2021,OREGONDEQ,Luckiamute River at Buena Vista Road,Luckiamute River,Luckiamute River,River/Stream,Nisley Reservoir-Luckiamute River,158,OR_SR_1709000305_02_103829,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,14:10:00,PST,832,Copper,,Dissolved,7440-50-8,69549684,Final,3.64,3.64,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,=,ug/l,ug/l,Actual,,22,5.51,3.65,72,2.29,21.2,1.8,,7.3,0.64,3.83,3.98,9,3.44,12.8363,3.64,0.56714604,0,6.4181,3.9864,0.913104555,
36875-ORDEQ,2/2/2021,OREGONDEQ,Luckiamute River at Buena Vista Road,Luckiamute River,Luckiamute River,River/Stream,Nisley Reservoir-Luckiamute River,158,OR_SR_1709000305_02_103829,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,14:10:00,PST,832,Copper,,Total Recoverable,7440-50-8,69549685,Final,4.05,4.05,,,,,,,,,,,,,A,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,,,,Minimum Reporting Level,ug/l,1.5,,,,0,=,ug/l,ug/l,Actual,,22,5.51,3.65,72,2.29,21.2,1.8,,7.3,0.64,3.83,3.98,9,3.44,12.8363,3.64,0.631027874,0,6.4181,3.9864,1.015954244,
PDX_BES-AWB,4/5/2019,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:43:00,PDT,832,Copper,,Total,7440-50-8,65493676,Final,2.54,2.54,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.2,ug/l,Minimum Reporting Level,ug/l,0.2,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,1.32,0.395946999,5,6.415,3.9845,0.637470197,
PDX_BES-AWB,4/5/2019,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,10:43:00,PDT,832,Copper,,Dissolved,7440-50-8,65493677,Final,1.32,1.32,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,1.32,0.205767732,5,6.415,3.9845,0.331283724,
PDX_BES-AWB,5/26/2020,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,12:16:00,PDT,832,Copper,,Total,7440-50-8,65493753,Final,1.28,1.28,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.941,0.199532346,5,6.415,3.9845,0.321244824,
PDX_BES-AWB,5/26/2020,PDX_BES(NOSTORETID),"NE Airport Way Bridge B, Main Channel",Fairview Creek,Fairview Creek,River/Stream,Columbia Slough,10,OR_WS_170900120201_02_104554.2,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,12:16:00,PDT,832,Copper,,Dissolved,7440-50-8,65493754,Final,0.941,0.941,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.941,0.146687451,5,6.415,3.9845,0.23616514,
PDX_BES-M2,5/26/2020,PDX_BES(NOSTORETID),SE Millport Road,Johnson Creek,Johnson Creek,River/Stream,Lower Johnson Creek,26,OR_SR_1709001201_02_104170,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:49:00,PDT,832,Copper,,Total,7440-50-8,65495420,Final,1.22,1.22,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.796,0.190179267,5,6.415,3.9845,0.306186473,
PDX_BES-M2,5/26/2020,PDX_BES(NOSTORETID),SE Millport Road,Johnson Creek,Johnson Creek,River/Stream,Lower Johnson Creek,26,OR_SR_1709001201_02_104170,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:49:00,PDT,832,Copper,,Dissolved,7440-50-8,65495421,Final,0.796,0.796,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.796,0.124084178,5,6.415,3.9845,0.199774125,
PDX_BES-SJB,9/10/2018,PDX_BES(NOSTORETID),"St Johns Landfill Bridge, Main Channel",Columbia Slough,Columbia Slough,River/Stream,Columbia Slough,2,OR_WS_170900120201_02_104554.1,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:38:00,PDT,832,Copper,,Total,7440-50-8,65495508,Final,1.73,1.73,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.2,ug/l,Minimum Reporting Level,ug/l,0.2,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.616,0.269680436,5,6.415,3.9845,0.434182457,
PDX_BES-SJB,9/10/2018,PDX_BES(NOSTORETID),"St Johns Landfill Bridge, Main Channel",Columbia Slough,Columbia Slough,River/Stream,Columbia Slough,2,OR_WS_170900120201_02_104554.1,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:38:00,PDT,832,Copper,,Dissolved,7440-50-8,65495509,Final,0.616,0.616,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.211,ug/l,Minimum Reporting Level,ug/l,0.211,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.616,0.096024942,5,6.415,3.9845,0.154599071,
PDX_BES-TC4,6/8/2020,PDX_BES(NOSTORETID),10750 SW Boones Ferry Rd (Downstream of Culvert),Tryon Creek,Tryon Creek,River/Stream,Oswego Creek-Willamette River,171,OR_WS_170900120104_02_104553,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:04:00,PDT,832,Copper,,Total,7440-50-8,65487651,Final,1.89,1.89,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.4,ug/l,Minimum Reporting Level,ug/l,0.4,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,1.55,0.29462198,5,6.415,3.9845,0.47433806,
PDX_BES-TC4,6/8/2020,PDX_BES(NOSTORETID),10750 SW Boones Ferry Rd (Downstream of Culvert),Tryon Creek,Tryon Creek,River/Stream,Oswego Creek-Willamette River,171,OR_WS_170900120104_02_104553,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,13:04:00,PDT,832,Copper,,Dissolved,7440-50-8,65487652,Final,1.55,1.55,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.212,ug/l,Minimum Reporting Level,ug/l,0.212,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,1.55,0.2416212,5,6.415,3.9845,0.389007404,
PDX_BES-TC4,7/13/2020,PDX_BES(NOSTORETID),10750 SW Boones Ferry Rd (Downstream of Culvert),Tryon Creek,Tryon Creek,River/Stream,Oswego Creek-Willamette River,171,OR_WS_170900120104_02_104553,2,2,2,Willamette,MARINE WEST COAST FOREST,3,15,45,1,,,Sample-Routine,Water,Surface Water,11:50:00,PDT,832,Copper,,Total,7440-50-8,65487679,Final,0.948,0.948,,,,,,,,,,,,,,,200.8 ~ EPA; Metals in Waters by ICP/MS,,,,,,Method Detection Level,0.222,ug/l,Minimum Reporting Level,ug/l,0.222,,,,0,=,ug/l,ug/l,Actual,,,,,,,,,,7.8,,,,,,12.8299,0.66,0.147778644,5,6.415,3.9845,0.237921948,
